,screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users
640,MrTimeWanderer,Paul Lambert,26403136,1.2473E+18,/MrTimeWanderer/status/1247301051813953536,06-04-2020 23:11,1586214719,"Okay, well at least you've redeemed yourself by saying that you brew sometimes. ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Okay, well at least you've redeemed yourself by saying that you brew sometimes. <img alt=""😉"" aria-label=""Emoji: Winking face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f609.png"" title=""Winking face""/></p>",[],[],FALSE,[],,0,0,0,FALSE,TRUE,1.24716E+18,"[{'screen_name': 'Lynn14Jay', 'user_id': '1081224107021221888'}, {'screen_name': 'dunkindonuts', 'user_id': '8771022'}]"
641,BradMagyar,brad magyar 🏃,443345093,1.2473E+18,/BradMagyar/status/1247300438371770369,06-04-2020 23:09,1586214572,"Longer route than planned and had no money, @dunkindonuts app to the rescue (ran the last 1.5 w the cup) #RunningIsNotCancelled @DunkinCTpic.twitter.com/R3iIbIIIU0","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Longer route than planned and had no money, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8771022"" dir=""ltr"" href=""/dunkindonuts""><s>@</s><b><strong>dunkindonuts</strong></b></a> app to the rescue (ran the last 1.5 w the cup) <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/RunningIsNotCancelled?src=hash""><s>#</s><b>RunningIsNotCancelled</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""19255778"" dir=""ltr"" href=""/DunkinCT""><s>@</s><b>DunkinCT</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/R3iIbIIIU0"">pic.twitter.com/R3iIbIIIU0</a></p>",[],['RunningIsNotCancelled'],TRUE,['https://pbs.twimg.com/media/EU9NIczWkAIOdey.jpg'],,3,0,1,TRUE,FALSE,,[]
642,imthetwat,mr. worldwide,1.16471E+18,1.2473E+18,/imthetwat/status/1247299878759383043,06-04-2020 23:07,1586214439,kindly asking @dunkindonuts to sponsor me because i’m drinking my 7th carmel macchiato in the span of not even two weeks,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">kindly asking <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8771022"" dir=""ltr"" href=""/dunkindonuts""><s>@</s><b><strong>dunkindonuts</strong></b></a> to sponsor me because i’m drinking my 7th carmel macchiato in the span of not even two weeks<img alt=""💗"" aria-label=""Emoji: Growing heart"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f497.png"" title=""Growing heart""/><img alt=""🥺"" aria-label=""Emoji: Pleading face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f97a.png"" title=""Pleading face""/></p>",[],[],FALSE,[],,1,0,0,FALSE,FALSE,,[]
643,NoBarista,AintNoBarista,1.03527E+18,1.2473E+18,/NoBarista/status/1247295898025111552,06-04-2020 22:51,1586213490,They don't close because...they just want your money.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">They don't close because...they just want your money.</p>",[],[],FALSE,[],,0,0,0,FALSE,TRUE,1.24717E+18,"[{'screen_name': 'TanaTangle', 'user_id': '1175814699310411777'}, {'screen_name': 'dunkindonuts', 'user_id': '8771022'}]"
644,_leanna_b,Lea.,3047509315,1.24729E+18,/_leanna_b/status/1247294042024693769,06-04-2020 22:44,1586213047,Right noww like @dunkindonuts https://twitter.com/mmdxv/status/1247270413400526851 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Right noww like <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8771022"" dir=""ltr"" href=""/dunkindonuts""><s>@</s><b><strong>dunkindonuts</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/mmdxv/status/1247270413400526851"" dir=""ltr"" href=""https://t.co/GmHdgF73dU"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/mmdxv/status/1247270413400526851""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/mmdxv/status/1</span><span class=""invisible"">247270413400526851</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/mmdxv/status/1247270413400526851'],[],FALSE,[],,1,1,0,FALSE,FALSE,,[]
645,Crisvaca4,Cris vaca,1.15851E+18,1.24729E+18,/Crisvaca4/status/1247293277839245314,06-04-2020 22:41,1586212865,"LOS SÚPER HÉROES TAMBIÉN LES GUSTA @dunkindonuts .
Desde mi pueblo Quito ECUADOR  que Dios Jesucristo y la virgen de Guadalupe las bendiga y gracias por luchar contra el Covid19 y yo me 
#QuedateEnCasapic.twitter.com/neu1Dcu9RH","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">LOS SÚPER HÉROES<img alt=""🦸‍♀️"" aria-label=""Emoji: Woman superhero"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f9b8-200d-2640-fe0f.png"" title=""Woman superhero""/><img alt=""🦸‍♀️"" aria-label=""Emoji: Woman superhero"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f9b8-200d-2640-fe0f.png"" title=""Woman superhero""/> TAMBIÉN LES GUSTA <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8771022"" dir=""ltr"" href=""/dunkindonuts""><s>@</s><b><strong>dunkindonuts</strong></b></a> .<img alt=""🍩"" aria-label=""Emoji: Doughnut"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f369.png"" title=""Doughnut""/><img alt=""🍩"" aria-label=""Emoji: Doughnut"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f369.png"" title=""Doughnut""/>
Desde mi pueblo Quito ECUADOR <img alt=""🇪🇨"" aria-label=""Emoji: Flag of Ecuador"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f1ea-1f1e8.png"" title=""Flag of Ecuador""/><img alt=""🤗"" aria-label=""Emoji: Hugging face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f917.png"" title=""Hugging face""/><img alt=""🌹"" aria-label=""Emoji: Rose"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f339.png"" title=""Rose""/> que Dios Jesucristo y la virgen de Guadalupe las bendiga y gracias por luchar contra el <img alt=""💀"" aria-label=""Emoji: Skull"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f480.png"" title=""Skull""/>Covid19<img alt=""☠"" aria-label=""Emoji: Skull and crossbones"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2620.png"" title=""Skull and crossbones""/> y yo me 
<span class=""twitter-hashflag-container""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/QuedateEnCasa?src=hash""><s>#</s><b>QuedateEnCasa</b></a><a dir=""ltr"" href=""/hashtag/QuedateEnCasa?src=hash""><img alt="""" class=""twitter-hashflag"" draggable=""false"" src=""https://abs.twimg.com/hashflags/StayHome_2020/StayHome_2020.png""/></a></span><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/neu1Dcu9RH"">pic.twitter.com/neu1Dcu9RH</a></p>",[],['QuedateEnCasapic'],TRUE,['https://pbs.twimg.com/media/EU9GnP_WoAEpQv3.jpg'],,0,0,0,FALSE,TRUE,1.24722E+18,"[{'screen_name': 'dunkindonuts', 'user_id': '8771022'}]"
646,DonnaBerghauser,"Dr. Bae, NCSP",2975373932,1.24729E+18,/DonnaBerghauser/status/1247292226062950407,06-04-2020 22:36,1586212614,3-4 range personally but I’ve come across 5-8 after ordering @dunkindonuts lattes & cappuccinos,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">3-4 range personally but I’ve come across 5-8 after ordering <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8771022"" dir=""ltr"" href=""/dunkindonuts""><s>@</s><b><strong>dunkindonuts</strong></b></a> lattes &amp; cappuccinos</p>",[],[],FALSE,[],,1,0,0,FALSE,TRUE,1.24689E+18,"[{'screen_name': 'binghamology', 'user_id': '284585751'}]"
647,XenaKammers,Xena Kammers,2232931032,1.24729E+18,/XenaKammers/status/1247289712752148481,06-04-2020 22:26,1586212015,#NAME?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8771022"" dir=""ltr"" href=""/dunkindonuts""><s>@</s><b><strong>dunkindonuts</strong></b></a> the app is down</p>",[],[],FALSE,[],,0,0,0,FALSE,FALSE,,[]
648,vCommonSense,∆,1.22702E+18,1.24729E+18,/vCommonSense/status/1247289569835450369,06-04-2020 22:26,1586211981,"Was forced to quit, manager made work unbearable. Was trying to get everyone to practice some 21st century contagion practices and they all think it’s a joke.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Was forced to quit, manager made work unbearable. Was trying to get everyone to practice some 21st century contagion practices and they all think it’s a joke.</p>",[],[],FALSE,[],,0,0,0,FALSE,TRUE,1.24622E+18,"[{'screen_name': 'KD4ZNE', 'user_id': '171733277'}, {'screen_name': 'dunkindonuts', 'user_id': '8771022'}]"
649,_KaiHall_,Kai Hall,1.24444E+18,1.24729E+18,/_KaiHall_/status/1247288915779710976,06-04-2020 22:23,1586211825,#NAME?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1016008321"" dir=""ltr"" href=""/charlidamelio""><s>@</s><b>charlidamelio</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8771022"" dir=""ltr"" href=""/dunkindonuts""><s>@</s><b><strong>dunkindonuts</strong></b></a> there needs to be a charli damelio X dunkin colab</p>",[],[],FALSE,[],,0,0,0,FALSE,TRUE,1.24726E+18,"[{'screen_name': 'charlidamelio', 'user_id': '1016008321'}]"
650,Lynn14Jay,𝒥𝑒𝓈𝓈𝒾𝒸𝒶,1.08122E+18,1.24729E+18,/Lynn14Jay/status/1247287913378873348,06-04-2020 22:19,1586211586,Lol I know I know!! Weird I drink instant coffee at Bobby’s but since I haven’t been there I’ve been brewing it here. Hoping this shit clears up so I can go back to the house again,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Lol I know I know!! Weird I drink instant coffee at Bobby’s but since I haven’t been there I’ve been brewing it here. Hoping this shit clears up so I can go back to the house again</p>",[],[],FALSE,[],,1,0,1,TRUE,TRUE,1.24716E+18,"[{'screen_name': 'MrTimeWanderer', 'user_id': '26403136'}, {'screen_name': 'dunkindonuts', 'user_id': '8771022'}]"
651,greeneyes_jen,Jen Greeneyes,592259640,1.24729E+18,/greeneyes_jen/status/1247285466275201032,06-04-2020 22:10,1586211003,We noticed @dunkindonuts & our local pizza place had gloves but @McDonaldsCorp did not.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">We noticed <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8771022"" dir=""ltr"" href=""/dunkindonuts""><s>@</s><b><strong>dunkindonuts</strong></b></a> &amp; our local pizza place had gloves but <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""111679943"" dir=""ltr"" href=""/McDonaldsCorp""><s>@</s><b>McDonaldsCorp</b></a> did not.</p>",[],[],FALSE,[],,0,0,0,FALSE,TRUE,1.24714E+18,"[{'screen_name': 'JuddLegum', 'user_id': '15464697'}]"
652,saselydiaz,sass,2767601806,1.24729E+18,/saselydiaz/status/1247285197529321474,06-04-2020 22:08,1586210939,them niggas don’t got shitttttttt,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">them niggas don’t got shitttttttt</p>",[],[],FALSE,[],,0,0,0,FALSE,TRUE,1.24728E+18,"[{'screen_name': 'kiiaranicole_', 'user_id': '1121513983138201604'}, {'screen_name': 'dunkindonuts', 'user_id': '8771022'}]"
653,littlelionbeth,Beth Barron,9.05919E+17,1.24728E+18,/littlelionbeth/status/1247284862421274629,06-04-2020 22:07,1586210859,I'm just a girl standing in front of a @dunkindonuts asking for a donut. https://twitter.com/littlelionbeth/status/1247233052415311884 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">I'm just a girl standing in front of a <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8771022"" dir=""ltr"" href=""/dunkindonuts""><s>@</s><b><strong>dunkindonuts</strong></b></a> asking for a donut. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/littlelionbeth/status/1247233052415311884"" dir=""ltr"" href=""https://t.co/YeVOF8Swz7"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/littlelionbeth/status/1247233052415311884""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/littlelionbeth</span><span class=""invisible"">/status/1247233052415311884</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/littlelionbeth/status/1247233052415311884'],[],FALSE,[],,0,0,0,FALSE,FALSE,,[]
654,gabs_5SOS,𝓰𝓪𝓫𝓻𝓲𝓮𝓵𝓵𝓪,4817052078,1.24728E+18,/gabs_5SOS/status/1247284850802995200,06-04-2020 22:07,1586210856,#NAME?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8771022"" dir=""ltr"" href=""/dunkindonuts""><s>@</s><b><strong>dunkindonuts</strong></b></a> is the love of my life rn <img alt=""🥺"" aria-label=""Emoji: Pleading face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f97a.png"" title=""Pleading face""/></p>",[],[],FALSE,[],,2,0,0,FALSE,FALSE,,[]
655,kiiaranicole_,gordy,1.12151E+18,1.24728E+18,/kiiaranicole_/status/1247284686025625606,06-04-2020 22:06,1586210817,so i pull up to dunkin and ask for a double chocolate doughnut and they said “ sorry we dont have those until the corona virus is over “ uhhhh  @dunkindonuts,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">so i pull up to dunkin and ask for a double chocolate doughnut and they said “ sorry we dont have those until the corona virus is over “ uhhhh <img alt=""🤔"" aria-label=""Emoji: Thinking face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f914.png"" title=""Thinking face""/> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8771022"" dir=""ltr"" href=""/dunkindonuts""><s>@</s><b><strong>dunkindonuts</strong></b></a></p>",[],[],FALSE,[],,0,0,1,TRUE,FALSE,,[]
656,FazaPops,fazapops,1209529808,1.24728E+18,/FazaPops/status/1247284452595838979,06-04-2020 22:06,1586210761,Done for the day. Yippy Skippy #fitbit #FitnessMotivation #krispykreme #dunkindonuts pic.twitter.com/Ct0B0RO1gO,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Done for the day. Yippy Skippy<img alt=""🍩"" aria-label=""Emoji: Doughnut"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f369.png"" title=""Doughnut""/><img alt=""🍩"" aria-label=""Emoji: Doughnut"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f369.png"" title=""Doughnut""/><img alt=""🍩"" aria-label=""Emoji: Doughnut"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f369.png"" title=""Doughnut""/> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/fitbit?src=hash""><s>#</s><b>fitbit</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/FitnessMotivation?src=hash""><s>#</s><b>FitnessMotivation</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/krispykreme?src=hash""><s>#</s><b>krispykreme</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/dunkindonuts?src=hash""><s>#</s><b><strong>dunkindonuts</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/Ct0B0RO1gO"">pic.twitter.com/Ct0B0RO1gO</a></p>",[],"['fitbit', 'FitnessMotivation', 'krispykreme', 'dunkindonuts']",TRUE,['https://pbs.twimg.com/media/EU8-jouWkAANImi.jpg'],,0,1,0,FALSE,FALSE,,[]
657,Rumplepimple1,Rumplepimple,1.06067E+18,1.24728E+18,/Rumplepimple1/status/1247283346876530688,06-04-2020 22:01,1586210497,#HowToSpendYourStimulus Munchkins a dog house full of @dunkindonuts munchkins! pic.twitter.com/dySgpn77eZ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/HowToSpendYourStimulus?src=hash""><s>#</s><b>HowToSpendYourStimulus</b></a> Munchkins a dog house full of <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8771022"" dir=""ltr"" href=""/dunkindonuts""><s>@</s><b><strong>dunkindonuts</strong></b></a> munchkins! <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/dySgpn77eZ"">pic.twitter.com/dySgpn77eZ</a></p>",[],['HowToSpendYourStimulus'],TRUE,['https://pbs.twimg.com/media/EU89ebpXQAU-Iwu.jpg'],,6,0,0,FALSE,FALSE,,[]
658,DJKontakt,DJ Kontakt,82169575,1.24728E+18,/DJKontakt/status/1247281587517038592,06-04-2020 21:54,1586210078,"I'm at @DunkinDonuts in Rockaway, NJ https://www.swarmapp.com/c/9Ui3TLBgzTv ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I'm at <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8771022"" dir=""ltr"" href=""/dunkindonuts""><s>@</s><b><strong>DunkinDonuts</strong></b></a> in Rockaway, NJ <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.swarmapp.com/c/9Ui3TLBgzTv"" dir=""ltr"" href=""https://t.co/2bjmsDaRE2"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.swarmapp.com/c/9Ui3TLBgzTv""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">swarmapp.com/c/9Ui3TLBgzTv</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['https://www.swarmapp.com/c/9Ui3TLBgzTv'],[],FALSE,[],,0,0,0,FALSE,FALSE,,[]
659,leondeba,Leon,58566676,1.24728E+18,/leondeba/status/1247281035483766789,06-04-2020 21:52,1586209946,"@dunkindonuts Why is your company not providing masks and adequate PPE to your employees? I was at a NY location this morning where workers have had to purchase their own masks and reuse them. If the franchises won't step up, you should. You're more than capable of procuring PPE.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8771022"" dir=""ltr"" href=""/dunkindonuts""><s>@</s><b><strong>dunkindonuts</strong></b></a> Why is your company not providing masks and adequate PPE to your employees? I was at a NY location this morning where workers have had to purchase their own masks and reuse them. If the franchises won't step up, you should. You're more than capable of procuring PPE.</p>",[],[],FALSE,[],,0,0,0,FALSE,FALSE,,[]
660,MsRuiz7,amy,429838050,1.24728E+18,/MsRuiz7/status/1247281013421678593,06-04-2020 21:52,1586209941,Everyone remember that @dunkindonuts is still open. It’s easy to download their app and order what you want ahead and just go pick up! ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Everyone remember that <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8771022"" dir=""ltr"" href=""/dunkindonuts""><s>@</s><b><strong>dunkindonuts</strong></b></a> is still open. It’s easy to download their app and order what you want ahead and just go pick up! <img alt=""🧡"" aria-label=""Emoji: Orange heart"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f9e1.png"" title=""Orange heart""/></p>",[],[],FALSE,[],,5,0,0,FALSE,FALSE,,[]
661,MrKevinTinsley,Kevin Tinsley,259436696,1.24728E+18,/MrKevinTinsley/status/1247279883656597504,06-04-2020 21:47,1586209672,,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""und""><img alt=""👊"" aria-label=""Emoji: Fisted hand"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f44a.png"" title=""Fisted hand""/><img alt=""💥"" aria-label=""Emoji: Collision symbol"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f4a5.png"" title=""Collision symbol""/></p>",[],[],FALSE,[],,0,0,0,FALSE,TRUE,1.24727E+18,"[{'screen_name': 'jenniinPR', 'user_id': '38004263'}, {'screen_name': 'dunkindonuts', 'user_id': '8771022'}]"
662,BilltheButcher,BilltheButcher,16936717,1.24728E+18,/BilltheButcher/status/1247279843659694080,06-04-2020 21:47,1586209662,"@dunkindonuts no donuts but you were open? Fuck off, close your doors if your people don’t want to work!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8771022"" dir=""ltr"" href=""/dunkindonuts""><s>@</s><b><strong>dunkindonuts</strong></b></a> no donuts but you were open? Fuck off, close your doors if your people don’t want to work!</p>",[],[],FALSE,[],,0,0,0,FALSE,FALSE,,[]
663,side_of_revenge,⚖️❄️🕷side_of_revenge🕷❄️⚖️,4839135629,1.24728E+18,/side_of_revenge/status/1247276829595054081,06-04-2020 21:35,1586208944,#NAME?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8771022"" dir=""ltr"" href=""/dunkindonuts""><s>@</s><b><strong>dunkindonuts</strong></b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2935357196"" dir=""ltr"" href=""/CircleKStores""><s>@</s><b>CircleKStores</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""14784550"" dir=""ltr"" href=""/Publix""><s>@</s><b>publix</b></a> your employees are helping US- THE HOSPITAL WORKERS.  THEY ARE ESSENTIAL- SUPPLY THEM WITH MASKS. - thank you,  an rn</p>",[],[],FALSE,[],,0,0,0,FALSE,FALSE,,[]
664,missamandapell,amanda,356567123,1.24728E+18,/missamandapell/status/1247276648447111169,06-04-2020 21:35,1586208900,"I’ve spoken directly to you like a million  times since the pandemic started, I don’t need to call upon the Diocese of Trenton to reach you. But nonetheless I am pleased to hear that you and Bruce both are well","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I’ve spoken directly to you like a million  times since the pandemic started, I don’t need to call upon the Diocese of Trenton to reach you. But nonetheless I am pleased to hear that you and Bruce both are well</p>",[],[],FALSE,[],,0,0,0,FALSE,TRUE,1.24719E+18,"[{'screen_name': 'MaryRaftery6', 'user_id': '1110357588686835712'}, {'screen_name': 'TrentonDiocese', 'user_id': '540190735'}]"
665,KD4ZNE,JASON SCHATTEN,171733277,1.24727E+18,/KD4ZNE/status/1247274982973026304,06-04-2020 21:28,1586208503,What did?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">What did?</p>",[],[],FALSE,[],,0,0,1,TRUE,TRUE,1.24622E+18,"[{'screen_name': 'vCommonSense', 'user_id': '1227018937751261185'}, {'screen_name': 'dunkindonuts', 'user_id': '8771022'}]"
666,luciathinksthat,imthatbitch,342612422,1.24727E+18,/luciathinksthat/status/1247274478968717312,06-04-2020 21:26,1586208383,#NAME?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8771022"" dir=""ltr"" href=""/dunkindonuts""><s>@</s><b><strong>dunkindonuts</strong></b></a> why no coconut milk <img alt=""🥺"" aria-label=""Emoji: Pleading face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f97a.png"" title=""Pleading face""/></p>",[],[],FALSE,[],,0,0,0,FALSE,FALSE,,[]
667,AngelaT14928364,Angela Tucker,1.24408E+18,1.24727E+18,/AngelaT14928364/status/1247271813849194497,06-04-2020 21:15,1586207748,#NAME?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8771022"" dir=""ltr"" href=""/dunkindonuts""><s>@</s><b><strong>dunkindonuts</strong></b></a> why did yall close on doordash? Just cause dinning room is closed but damn I need my coffee</p>",[],[],FALSE,[],,0,0,0,FALSE,TRUE,1.2472E+18,"[{'screen_name': 'dunkindonuts', 'user_id': '8771022'}, {'screen_name': 'Grubhub', 'user_id': '15897147'}]"
668,jenniinPR,Jenni,38004263,1.24727E+18,/jenniinPR/status/1247271764058615808,06-04-2020 21:15,1586207736,Not today Satan @dunkindonuts pic.twitter.com/XvONiJBU5B,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Not today Satan <img alt=""😈"" aria-label=""Emoji: Smiling face with horns"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f608.png"" title=""Smiling face with horns""/><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8771022"" dir=""ltr"" href=""/dunkindonuts""><s>@</s><b><strong>dunkindonuts</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/XvONiJBU5B"">pic.twitter.com/XvONiJBU5B</a></p>",[],[],TRUE,['https://pbs.twimg.com/media/EU8zDaYWsAA6bJ-.jpg'],,0,0,1,TRUE,FALSE,,[]
